"","EndDates","EndLocation","StartDates","StartLocation"
"8492",2017-05-24,"University Town",2017-05-24,"Computer Centre"
"8493",2017-08-28,"Opp. KR MRT Station",2017-08-28,"LT29"
"8494",2015-08-17,"University Health Centre",2015-08-17,"Central Library"
"8495",2017-02-21,"University Town",2017-02-21,"Opp. KR MRT Station"
"8496",2017-11-16,"KR MRT Station ",2017-11-16,"Opp. KR MRT Station"
"8497",2015-08-14,"KR MRT Station ",2015-08-14,"Opp. Hon Sui Sen Memorial Library"
"8498",2015-11-13,"KR MRT Station ",2015-11-13,"University Town"
"8499",2015-06-10,"LT29",2015-06-10,"Yusof Ishak House"
"8500",2015-05-29,"KR MRT Station ",2015-05-29,"Museum"
"8501",2017-04-07,"COM2",2017-04-07,"House 7"
"8502",2015-03-01,"University Town",2015-03-01,"Central Library"
"8503",2017-09-14,"KR MRT Station ",2017-09-14,"Computer Centre"
"8504",2016-04-27,"KR MRT Station ",2016-04-27,"KR MRT Station "
"8505",2016-04-20,"Central Library",2016-04-20,"S17"
"8506",2015-02-12,"Opp. KR MRT Station",2015-02-12,"Opp. NUSS"
"8507",2016-07-14,"KR MRT Station ",2016-07-14,"University Town"
"8508",2017-09-04,"Central Library",2017-09-04,"S17"
"8509",2016-12-27,"Computer Centre",2016-12-27,"Central Library"
"8510",2016-06-12,"LT29",2016-06-12,"Yusof Ishak House"
"8511",2017-12-15,"S17",2017-12-15,"University Town"
"8512",2016-02-23,"S17",2016-02-23,"COM2"
"8513",2016-03-18,"Opp. University Health Centre",2016-03-18,"KR MRT Station "
"8514",2016-08-23,"COM2",2016-08-23,"University Town"
"8515",2017-03-14,"University Town",2017-03-14,"KR MRT Station "
"8516",2015-09-11,"LT29",2015-09-11,"University Town"
"8517",2017-10-23,"University Town",2017-10-23,"Opp. KR MRT Station"
"8518",2017-12-14,"University Town",2017-12-14,"KR MRT Station "
"8519",2015-06-05,"Yusof Ishak House",2015-06-05,"S17"
"8520",2015-02-08,"KR MRT Station ",2015-02-08,"Opp. Hon Sui Sen Memorial Library"
"8521",2017-10-09,"Museum",2017-10-09,"Opp. KR MRT Station"
"8522",2015-10-16,"COM2",2015-10-16,"KR MRT Station "
"8523",2015-10-20,"Kent Ridge Bus Terminal",2015-10-20,"LT29"
"8524",2015-04-04,"COM2",2015-04-04,"Central Library"
"8525",2016-12-20,"Central Library",2016-12-20,"Opp. KR MRT Station"
"8526",2017-06-13,"COM2",2017-06-13,"University Town"
"8527",2015-07-21,"University Town",2015-07-21,"Central Library"
"8528",2015-08-22,"Opp. Yusof Ishak House",2015-08-22,"S17"
"8529",2016-02-16,"S17",2016-02-16,"KR MRT Station "
"8530",2016-04-07,"Opp. KR MRT Station",2016-04-07,"University Town"
"8531",2015-01-29,"KR MRT Station ",2015-01-29,"University Town"
"8532",2016-03-09,"LT29",2016-03-09,"University Town"
"8533",2016-03-11,"LT29",2016-03-11,"Raffles Hall"
"8534",2017-03-21,"S17",2017-03-21,"House 7"
"8535",2017-04-08,"Opp. KR MRT Station",2017-04-08,"Central Library"
"8536",2017-03-02,"University Town",2017-03-02,"Central Library"
"8537",2015-05-04,"KR MRT Station ",2015-05-04,"COM2"
"8538",2016-06-27,"Computer Centre",2016-06-27,"KR MRT Station "
"8539",2017-11-19,"Opp. Yusof Ishak House",2017-11-19,"Opp. KR MRT Station"
"8540",2017-12-21,"Central Library",2017-12-21,"S17"
"8541",2017-08-10,"Opp. KR MRT Station",2017-08-10,"LT29"
"8542",2017-07-17,"Central Library",2017-07-17,"University Town"
"8543",2016-11-09,"Opp. KR MRT Station",2016-11-09,"S17"
"8544",2016-03-31,"KR MRT Station ",2016-03-31,"Opp. House 12"
"8545",2015-01-23,"Computer Centre",2015-01-23,"Central Library"
"8546",2016-11-10,"Computer Centre",2016-11-10,"Central Library"
"8547",2017-01-22,"House 7",2017-01-22,"Ventus (Opp. LT13)"
"8548",2017-11-16,"Central Library",2017-11-16,"LT29"
"8549",2017-10-23,"KR MRT Station ",2017-10-23,"COM2"
"8550",2015-06-17,"University Health Centre",2015-06-17,"Central Library"
"8551",2017-03-01,"KR MRT Station ",2017-03-01,"University Town"
"8552",2015-03-19,"Opp. Yusof Ishak House",2015-03-19,"KR MRT Station "
"8553",2015-11-20,"House 7",2015-11-20,"LT29"
"8554",2017-09-25,"University Town",2017-09-25,"Computer Centre"
"8555",2016-10-03,"S17",2016-10-03,"KR MRT Station "
"8556",2015-12-25,"KR MRT Station ",2015-12-25,"S17"
"8557",2015-03-24,"LT13",2015-03-24,"KR MRT Station "
"8558",2016-03-24,"S17",2016-03-24,"University Town"
"8559",2016-11-24,"KR MRT Station ",2016-11-24,"University Town"
"8560",2017-04-01,"KR MRT Station ",2017-04-01,"Opp. NUSS"
"8561",2016-01-04,"COM2",2016-01-04,"COM2"
"8562",2015-06-12,"Opp. Hon Sui Sen Memorial Library",2015-06-12,"Opp. KR MRT Station"
"8563",2017-07-22,"Opp. KR MRT Station",2017-07-22,"Central Library"
"8564",2016-01-07,"University Town",2016-01-07,"University Town"
"8565",2016-10-24,"Central Library",2016-10-24,"S17"
"8566",2017-11-03,"KR MRT Station ",2017-11-03,"LT29"
"8567",2016-11-21,"S17",2016-11-21,"KR MRT Station "
"8568",2016-03-17,"University Town",2016-03-17,"Raffles Hall"
"8569",2016-05-13,"COM2",2016-05-13,"Opp. KR MRT Station"
"8570",2016-04-21,"COM2",2016-04-21,"Museum"
"8571",2015-02-15,"S17",2015-02-15,"University Town"
"8572",2016-03-01,"KR MRT Station ",2016-03-01,"Opp. House 12"
"8573",2015-11-04,"Opp. NUSS",2015-11-04,"University Town"
"8574",2016-07-18,"COM2",2016-07-18,"KR MRT Station "
"8575",2017-12-27,"University Town",2017-12-27,"House 15"
"8576",2016-12-12,"KR MRT Station ",2016-12-12,"Opp. KR MRT Station"
"8577",2017-06-06,"Opp. KR MRT Station",2017-06-06,"COM2"
"8578",2017-06-20,"Computer Centre",2017-06-20,"University Town"
"8579",2015-10-13,"Computer Centre",2015-10-13,"KR MRT Station "
"8580",2015-01-05,"Carpark 11 (BIZ)",2015-01-05,"COM2"
"8581",2017-10-16,"Opp. KR MRT Station",2017-10-16,"KR MRT Station "
"8582",2015-12-11,"LT29",2015-12-11,"KR MRT Station "
"8583",2017-11-15,"Opp. KR MRT Station",2017-11-15,"KR MRT Station "
"8584",2015-09-15,"KR MRT Station ",2015-09-15,"University Town"
"8585",2015-12-17,"S17",2015-12-17,"Ventus (Opp. LT13)"
"8586",2017-07-11,"Central Library",2017-07-11,"University Town"
"8587",2017-06-19,"House 7",2017-06-19,"S17"
"8588",2015-10-13,"S17",2015-10-13,"KR MRT Station "
"8589",2016-05-03,"Computer Centre",2016-05-03,"LT29"
"8590",2017-09-14,"Computer Centre",2017-09-14,"Computer Centre"
"8591",2015-04-30,"Opp. House 12",2015-04-30,"University Town"
"8592",2017-04-07,"University Town",2017-04-07,"Opp. University Hall"
"8593",2016-05-02,"S17",2016-05-02,"LT29"
"8594",2017-06-22,"Central Library",2017-06-22,"LT29"
"8595",2015-01-14,"Opp. Yusof Ishak House",2015-01-14,"Central Library"
"8596",2017-03-29,"Central Library",2017-03-29,"BIZ2"
"8597",2015-06-03,"University Town",2015-06-03,"S17"
"8598",2016-04-20,"University Town",2016-04-20,"KR MRT Station "
"8599",2017-06-30,"S17",2017-06-30,"University Town"
"8600",2015-01-22,"KR MRT Station ",2015-01-22,"LT29"
"8601",2016-09-13,"LT29",2016-09-13,"Central Library"
"8602",2016-03-01,"KR MRT Station ",2016-03-01,"University Town"
"8603",2015-02-05,"Opp. KR MRT Station",2015-02-05,"Opp. University Hall"
"8604",2017-04-29,"KR MRT Station ",2017-04-29,"S17"
"8605",2016-08-12,"LT13",2016-08-12,"Opp. KR MRT Station"
"8606",2017-10-16,"COM2",2017-10-16,"KR MRT Station "
"8607",2017-05-05,"University Town",2017-05-05,"Central Library"
"8608",2016-07-28,"KR MRT Station ",2016-07-28,"S17"
"8609",2015-09-01,"Opp. KR MRT Station",2015-09-01,"University Town"
"8610",2017-09-12,"S17",2017-09-12,"KR MRT Station "
"8611",2015-07-18,"KR MRT Station ",2015-07-18,"Opp. KR MRT Station"
"8612",2015-06-23,"Yusof Ishak House",2015-06-23,"Opp. KR MRT Station"
"8613",2017-11-14,"S17",2017-11-14,"BIZ2"
"8614",2016-03-24,"University Town",2016-03-24,"Central Library"
"8615",2016-07-20,"Opp. KR MRT Station",2016-07-20,"University Town"
"8616",2016-02-01,"University Town",2016-02-01,"COM2"
"8617",2015-04-21,"Opp. KR MRT Station",2015-04-21,"Central Library"
"8618",2015-10-22,"University Town",2015-10-22,"KR MRT Station "
"8619",2016-07-26,"LT29",2016-07-26,"KR MRT Station "
"8620",2016-05-23,"LT29",2016-05-23,"Central Library"
"8621",2015-01-22,"Computer Centre",2015-01-22,"S17"
"8622",2015-12-17,"University Town",2015-12-17,"Opp. KR MRT Station"
"8623",2016-09-29,"COM2",2016-09-29,"S17"
"8624",2016-08-04,"University Town",2016-08-04,"KR MRT Station "
"8625",2015-07-07,"Opp. Hon Sui Sen Memorial Library",2015-07-07,"Computer Centre"
"8626",2015-06-29,"Computer Centre",2015-06-29,"Museum"
"8627",2016-10-21,"LT29",2016-10-21,"Opp. KR MRT Station"
"8628",2017-12-13,"Opp. KR MRT Station",2017-12-13,"S17"
"8629",2016-03-31,"KR MRT Station ",2016-03-31,"Opp. KR MRT Station"
"8630",2015-10-20,"LT29",2015-10-20,"KR MRT Station "
"8631",2016-06-09,"COM2",2016-06-09,"Ventus (Opp. LT13)"
"8632",2015-03-25,"University Town",2015-03-25,"Central Library"
"8633",2015-05-07,"University Town",2015-05-07,"LT29"
"8634",2016-01-05,"Computer Centre",2016-01-05,"University Town"
"8635",2017-09-21,"Opp. KR MRT Station",2017-09-21,"University Town"
"8636",2017-11-05,"Opp. NUSS",2017-11-05,"Computer Centre"
"8637",2016-06-20,"KR MRT Station ",2016-06-20,"KR MRT Station "
"8638",2016-08-18,"LT29",2016-08-18,"University Town"
"8639",2015-01-19,"Museum",2015-01-19,"LT29"
"8640",2015-03-25,"Kent Ridge Bus Terminal",2015-03-25,"BIZ2"
"8641",2015-10-19,"Opp. KR MRT Station",2015-10-19,"S17"
"8642",2016-09-14,"Central Library",2016-09-14,"COM2"
"8643",2015-06-17,"PGP",2015-06-17,"KR MRT Station "
"8644",2015-01-30,"Computer Centre",2015-01-30,"S17"
"8645",2017-06-26,"KR MRT Station ",2017-06-26,"LT29"
"8646",2015-01-01,"LT29",2015-01-01,"BIZ2"
"8647",2015-01-27,"Yusof Ishak House",2015-01-27,"S17"
"8648",2015-11-16,"Opp. House 12",2015-11-16,"Raffles Hall"
"8649",2017-06-30,"Opp. KR MRT Station",2017-06-30,"KR MRT Station "
"8650",2017-11-12,"KR MRT Station ",2017-11-12,"S17"
"8651",2016-05-16,"COM2",2016-05-16,"Opp. KR MRT Station"
"8652",2015-09-09,"University Town",2015-09-09,"COM2"
"8653",2016-02-09,"KR MRT Station ",2016-02-09,"S17"
"8654",2015-04-10,"COM2",2015-04-10,"KR MRT Station "
"8655",2017-02-21,"COM2",2017-02-21,"KR MRT Station "
"8656",2017-06-27,"Central Library",2017-06-27,"University Town"
"8657",2016-07-26,"University Town",2016-07-26,"COM2"
"8658",2017-08-21,"S17",2017-08-21,"University Town"
"8659",2017-06-30,"S17",2017-06-30,"KR MRT Station "
"8660",2016-10-21,"LT29",2016-10-21,"Opp. KR MRT Station"
"8661",2015-06-18,"Computer Centre",2015-06-18,"KR MRT Station "
"8662",2015-12-31,"COM2",2015-12-31,"University Town"
"8663",2015-08-03,"COM2",2015-08-03,"KR MRT Station "
"8664",2015-10-12,"S17",2015-10-12,"COM2"
"8665",2017-07-15,"COM2",2017-07-15,"Opp. Hon Sui Sen Memorial Library"
"8666",2017-05-04,"KR MRT Station ",2017-05-04,"Central Library"
"8667",2017-04-28,"Opp. House 12",2017-04-28,"KR MRT Station "
"8668",2015-05-21,"University Town",2015-05-21,"Opp. KR MRT Station"
"8669",2017-02-27,"Central Library",2017-02-27,"S17"
"8670",2016-02-24,"S17",2016-02-24,"Computer Centre"
"8671",2016-09-26,"University Town",2016-09-26,"S17"
"8672",2016-10-07,"KR MRT Station ",2016-10-07,"COM2"
"8673",2016-08-08,"LT29",2016-08-08,"PGP"
"8674",2017-12-05,"COM2",2017-12-05,"S17"
"8675",2016-02-18,"AS7",2016-02-18,"Opp. Yusof Ishak House"
"8676",2016-09-02,"Computer Centre",2016-09-02,"Central Library"
"8677",2016-12-02,"LT29",2016-12-02,"University Town"
"8678",2016-07-28,"EA",2016-07-28,"KR MRT Station "
"8679",2016-03-17,"University Town",2016-03-17,"Computer Centre"
"8680",2016-06-06,"Museum",2016-06-06,"University Town"
"8681",2017-06-05,"KR MRT Station ",2017-06-05,"Central Library"
"8682",2017-05-11,"COM2",2017-05-11,"KR MRT Station "
"8683",2016-10-05,"KR MRT Station ",2016-10-05,"S17"
"8684",2015-07-22,"University Town",2015-07-22,"Ventus (Opp. LT13)"
"8685",2016-08-23,"S17",2016-08-23,"COM2"
"8686",2017-12-18,"Opp. KR MRT Station",2017-12-18,"LT29"
"8687",2017-03-05,"KR MRT Station ",2017-03-05,"Central Library"
"8688",2015-05-28,"KR MRT Station ",2015-05-28,"University Town"
"8689",2017-09-27,"LT29",2017-09-27,"University Town"
"8690",2015-06-18,"Computer Centre",2015-06-18,"S17"
"8691",2015-03-22,"Ventus (Opp. LT13)",2015-03-22,"Computer Centre"
"8692",2015-11-10,"Opp. KR MRT Station",2015-11-10,"COM2"
"8693",2015-02-02,"COM2",2015-02-02,"KR MRT Station "
"8694",2016-05-02,"KR MRT Station ",2016-05-02,"Computer Centre"
"8695",2017-09-25,"Computer Centre",2017-09-25,"Central Library"
"8696",2016-03-24,"House 15",2016-03-24,"Opp. KR MRT Station"
"8697",2016-12-22,"Carpark 11 (BIZ)",2016-12-22,"Computer Centre"
"8698",2017-07-08,"KR MRT Station ",2017-07-08,"LT29"
"8699",2017-01-03,"Central Library",2017-01-03,"KR MRT Station "
"8700",2015-12-11,"LT29",2015-12-11,"Central Library"
"8701",2015-01-02,"KR MRT Station ",2015-01-02,"Computer Centre"
"8702",2015-05-21,"Opp. KR MRT Station",2015-05-21,"COM2"
"8703",2015-06-23,"Computer Centre",2015-06-23,"House 12"
"8704",2015-04-02,"Central Library",2015-04-02,"S17"
"8705",2016-03-07,"University Town",2016-03-07,"S17"
"8706",2017-01-12,"Central Library",2017-01-12,"Computer Centre"
"8707",2015-03-01,"Computer Centre",2015-03-01,"University Town"
"8708",2016-12-26,"S17",2016-12-26,"COM2"
"8709",2015-02-11,"KR MRT Station ",2015-02-11,"University Town"
"8710",2016-01-26,"Central Library",2016-01-26,"LT29"
"8711",2017-08-21,"Yusof Ishak House",2017-08-21,"S17"
"8712",2017-11-16,"Opp. KR MRT Station",2017-11-16,"Central Library"
"8713",2017-03-06,"LT29",2017-03-06,"University Town"
"8714",2017-02-21,"COM2",2017-02-21,"Central Library"
"8715",2015-07-22,"S17",2015-07-22,"Opp. KR MRT Station"
"8716",2015-07-08,"Central Library",2015-07-08,"KR MRT Station "
"8717",2016-12-29,"House 12",2016-12-29,"S17"
"8718",2017-03-04,"University Town",2017-03-04,"KR MRT Station "
"8719",2015-09-11,"LT29",2015-09-11,"Opp. KR MRT Station"
"8720",2017-08-02,"LT13",2017-08-02,"LT29"
"8721",2017-01-24,"Opp. KR MRT Station",2017-01-24,"KR MRT Station "
"8722",2016-06-29,"S17",2016-06-29,"COM2"
"8723",2016-12-06,"University Town",2016-12-06,"Opp. KR MRT Station"
"8724",2015-05-07,"KR MRT Station ",2015-05-07,"S17"
"8725",2015-09-24,"S17",2015-09-24,"Computer Centre"
"8726",2017-01-06,"S17",2017-01-06,"Central Library"
"8727",2017-06-21,"PGP",2017-06-21,"KR MRT Station "
"8728",2016-03-11,"Computer Centre",2016-03-11,"COM2"
"8729",2016-01-08,"University Town",2016-01-08,"Computer Centre"
"8730",2017-03-08,"Raffles Hall",2017-03-08,"Central Library"
"8731",2016-12-22,"Opp. KR MRT Station",2016-12-22,"KR MRT Station "
"8732",2016-06-08,"LT29",2016-06-08,"AS7"
"8733",2015-06-23,"Opp. KR MRT Station",2015-06-23,"University Town"
"8734",2015-08-17,"LT29",2015-08-17,"University Town"
"8735",2016-12-12,"University Town",2016-12-12,"S17"
"8736",2015-10-07,"KR MRT Station ",2015-10-07,"COM2"
"8737",2015-11-16,"KR MRT Station ",2015-11-16,"Opp. KR MRT Station"
"8738",2016-06-04,"Central Library",2016-06-04,"LT29"
"8739",2016-03-21,"University Town",2016-03-21,"COM2"
"8740",2015-01-09,"University Town",2015-01-09,"Raffles Hall"
"8741",2017-08-23,"COM2",2017-08-23,"University Town"
"8742",2015-04-10,"University Town",2015-04-10,"KR MRT Station "
"8743",2017-03-10,"Opp. KR MRT Station",2017-03-10,"LT29"
"8744",2015-08-22,"KR MRT Station ",2015-08-22,"Opp. KR MRT Station"
"8745",2015-08-18,"KR MRT Station ",2015-08-18,"Opp. KR MRT Station"
"8746",2016-01-07,"LT29",2016-01-07,"Computer Centre"
"8747",2017-04-19,"University Town",2017-04-19,"COM2"
"8748",2016-08-24,"University Town",2016-08-24,"University Town"
"8749",2017-01-01,"Central Library",2017-01-01,"Computer Centre"
"8750",2017-05-16,"Opp. House 12",2017-05-16,"Computer Centre"
"8751",2016-07-04,"University Town",2016-07-04,"Central Library"
"8752",2016-04-04,"BIZ2",2016-04-04,"KR MRT Station "
"8753",2017-04-03,"University Town",2017-04-03,"Opp. KR MRT Station"
"8754",2016-03-04,"House 7",2016-03-04,"Kent Ridge Bus Terminal"
"8755",2016-03-04,"Opp. Hon Sui Sen Memorial Library",2016-03-04,"Computer Centre"
"8756",2015-02-23,"KR MRT Station ",2015-02-23,"Opp. KR MRT Station"
"8757",2015-10-21,"Central Library",2015-10-21,"S17"
"8758",2015-03-10,"S17",2015-03-10,"University Town"
"8759",2016-06-22,"Kent Ridge Bus Terminal",2016-06-22,"KR MRT Station "
"8760",2017-05-10,"University Town",2017-05-10,"LT29"
"8761",2015-03-04,"Opp. University Health Centre",2015-03-04,"Museum"
"8762",2016-10-10,"Kent Ridge Bus Terminal",2016-10-10,"S17"
"8763",2016-08-08,"University Town",2016-08-08,"KR MRT Station "
"8764",2015-03-04,"House 15",2015-03-04,"Carpark 11 (BIZ)"
"8765",2016-06-01,"S17",2016-06-01,"Carpark 11 (BIZ)"
"8766",2015-06-10,"EA",2015-06-10,"KR MRT Station "
"8767",2016-06-09,"Central Library",2016-06-09,"S17"
"8768",2016-09-30,"KR MRT Station ",2016-09-30,"AS7"
"8769",2017-09-27,"House 7",2017-09-27,"KR MRT Station "
"8770",2015-02-06,"Raffles Hall",2015-02-06,"House 12"
"8771",2017-02-28,"University Town",2017-02-28,"Computer Centre"
"8772",2017-09-27,"Opp. KR MRT Station",2017-09-27,"Opp. House 12"
"8773",2017-08-04,"LT29",2017-08-04,"KR MRT Station "
"8774",2015-01-12,"BIZ2",2015-01-12,"LT29"
"8775",2017-08-18,"Opp. KR MRT Station",2017-08-18,"University Town"
"8776",2017-08-29,"University Town",2017-08-29,"S17"
"8777",2016-02-10,"S17",2016-02-10,"EA"
"8778",2017-02-28,"Computer Centre",2017-02-28,"University Town"
"8779",2015-03-02,"KR MRT Station ",2015-03-02,"University Town"
"8780",2015-05-06,"University Health Centre",2015-05-06,"KR MRT Station "
"8781",2017-08-17,"KR MRT Station ",2017-08-17,"COM2"
"8782",2015-03-05,"House 12",2015-03-05,"KR MRT Station "
"8783",2016-01-28,"COM2",2016-01-28,"KR MRT Station "
"8784",2016-04-13,"LT29",2016-04-13,"Computer Centre"
"8785",2017-11-29,"Opp. House 12",2017-11-29,"Opp. KR MRT Station"
"8786",2015-08-28,"University Town",2015-08-28,"KR MRT Station "
"8787",2016-11-28,"University Town",2016-11-28,"COM2"
"8788",2017-01-25,"KR MRT Station ",2017-01-25,"EA"
"8789",2016-06-23,"LT29",2016-06-23,"Computer Centre"
"8790",2015-03-25,"Opp. KR MRT Station",2015-03-25,"Opp. Hon Sui Sen Memorial Library"
"8791",2016-01-28,"S17",2016-01-28,"KR MRT Station "
"8792",2016-03-10,"COM2",2016-03-10,"University Town"
"8793",2017-08-24,"Computer Centre",2017-08-24,"Ventus (Opp. LT13)"
"8794",2016-10-07,"LT29",2016-10-07,"Opp. Yusof Ishak House"
"8795",2015-04-13,"LT29",2015-04-13,"KR MRT Station "
"8796",2015-03-10,"Opp. KR MRT Station",2015-03-10,"Computer Centre"
"8797",2016-03-04,"Computer Centre",2016-03-04,"Opp. University Hall"
"8798",2015-03-23,"University Town",2015-03-23,"S17"
"8799",2015-08-25,"S17",2015-08-25,"LT29"
"8800",2016-06-19,"LT29",2016-06-19,"Opp. KR MRT Station"
"8801",2016-11-18,"LT13",2016-11-18,"S17"
"8802",2016-03-24,"S17",2016-03-24,"Opp. University Health Centre"
"8803",2015-06-02,"Central Library",2015-06-02,"Opp. NUSS"
"8804",2017-11-26,"University Health Centre",2017-11-26,"Computer Centre"
"8805",2017-09-28,"KR MRT Station ",2017-09-28,"Opp. KR MRT Station"
"8806",2015-04-05,"BIZ2",2015-04-05,"S17"
"8807",2015-03-29,"House 15",2015-03-29,"University Town"
"8808",2015-04-04,"Computer Centre",2015-04-04,"House 7"
"8809",2017-01-09,"Central Library",2017-01-09,"University Town"
"8810",2015-02-17,"KR MRT Station ",2015-02-17,"Carpark 11 (BIZ)"
"8811",2015-12-31,"COM2",2015-12-31,"University Town"
"8812",2017-08-10,"Opp. KR MRT Station",2017-08-10,"S17"
"8813",2017-01-05,"University Town",2017-01-05,"LT29"
"8814",2017-11-17,"Computer Centre",2017-11-17,"KR MRT Station "
"8815",2017-05-19,"University Hall",2017-05-19,"LT29"
"8816",2017-05-04,"Central Library",2017-05-04,"COM2"
"8817",2017-06-19,"House 7",2017-06-19,"University Town"
"8818",2015-09-18,"University Health Centre",2015-09-18,"LT29"
"8819",2017-06-05,"KR MRT Station ",2017-06-05,"Opp. KR MRT Station"
"8820",2015-08-14,"KR MRT Station ",2015-08-14,"Central Library"
"8821",2015-11-17,"University Town",2015-11-17,"S17"
"8822",2016-10-05,"Opp. KR MRT Station",2016-10-05,"LT29"
"8823",2017-08-23,"Opp. KR MRT Station",2017-08-23,"S17"
"8824",2016-08-09,"Opp. NUSS",2016-08-09,"S17"
"8825",2015-05-14,"S17",2015-05-14,"Museum"
"8826",2016-06-20,"University Town",2016-06-20,"Opp. KR MRT Station"
"8827",2015-01-21,"Opp. KR MRT Station",2015-01-21,"KR MRT Station "
"8828",2015-04-13,"S17",2015-04-13,"Computer Centre"
"8829",2015-05-07,"Opp. KR MRT Station",2015-05-07,"S17"
"8830",2015-01-21,"COM2",2015-01-21,"LT29"
"8831",2017-08-25,"S17",2017-08-25,"Central Library"
"8832",2017-10-16,"S17",2017-10-16,"LT29"
"8833",2016-10-08,"KR MRT Station ",2016-10-08,"LT29"
"8834",2016-12-20,"Central Library",2016-12-20,"Computer Centre"
"8835",2017-07-17,"COM2",2017-07-17,"Opp. KR MRT Station"
"8836",2015-02-04,"Ventus (Opp. LT13)",2015-02-04,"House 15"
"8837",2017-07-27,"KR MRT Station ",2017-07-27,"Opp. NUSS"
"8838",2017-02-10,"Computer Centre",2017-02-10,"University Town"
"8839",2016-10-07,"S17",2016-10-07,"Computer Centre"
"8840",2016-07-14,"COM2",2016-07-14,"LT29"
"8841",2015-11-06,"University Town",2015-11-06,"Computer Centre"
"8842",2017-02-19,"Opp. Yusof Ishak House",2017-02-19,"LT29"
"8843",2017-05-30,"KR MRT Station ",2017-05-30,"COM2"
